id,session_id,student_id,status
3648,187,18,present
3649,187,19,present
3650,187,20,late
3651,187,21,present
3652,187,22,present
3653,188,1,present
3654,188,2,present
3655,188,3,present
3656,188,4,present
3657,188,5,present
3658,188,6,present
3659,188,7,present
3660,188,8,present
3661,188,9,present
3662,188,10,present
3663,188,11,present
3664,188,12,present
3665,188,13,present
3666,188,14,present
3667,188,15,present
3668,188,16,present
3669,188,17,absent
3670,188,18,absent
3671,188,19,present
3672,188,20,absent
3673,188,21,present
3674,188,22,present
3675,189,1,excused
3676,189,2,present
3677,189,3,present
3678,189,4,present
3679,189,5,present
3680,189,6,present
3681,189,7,present
3682,189,8,present
3683,189,9,present
3684,189,10,absent
3685,189,11,present
3686,189,12,present
3687,189,13,present
3688,189,14,present
3689,189,15,present
3690,189,16,present
3691,189,17,present
3692,189,18,present
3693,189,19,excused
3694,189,20,present
3695,189,21,present
3696,189,22,present
3697,190,1,present
3698,190,2,present
3699,190,3,present
3700,190,4,present
3701,190,5,present
3702,190,6,present
3703,190,7,present
3704,190,8,present
3705,190,9,present
3706,190,10,present
3707,190,11,present
3708,190,12,present
3709,190,13,present
3710,190,14,absent
3711,190,15,present
3712,190,16,present
3713,190,17,present
3714,190,18,present
3715,190,19,present
3716,190,20,present
3717,190,21,present
3718,190,22,present
3719,191,1,present
3720,191,2,present
3721,191,3,present
3722,191,4,present
3723,191,5,present
3724,191,6,present
3725,191,7,present
3726,191,8,present
3727,191,9,present
3728,191,10,present
3729,191,11,present
3730,191,12,late
3731,191,13,late
3732,191,14,late
3733,191,15,present
3734,191,16,present
3735,191,17,present
3736,191,18,present
3737,191,19,present
3738,191,20,present
3739,191,21,present
3740,191,22,present
3741,192,1,present
3742,192,2,present
3743,192,3,present
3744,192,4,present
3745,192,5,present
3746,192,6,present
3747,192,7,absent
3748,192,8,present
3749,192,9,present
3750,192,10,present
3751,192,11,present
3752,192,12,absent
3753,192,13,present
3754,192,14,present
3755,192,15,present
3756,192,16,present
3757,192,17,present
3758,192,18,present
3759,192,19,present
3760,192,20,absent
3761,192,21,present
3762,192,22,absent
3763,193,1,present
3764,193,2,present
3765,193,3,present
3766,193,4,present
3767,193,5,absent
3768,193,6,present
3769,193,7,present
3770,193,8,present
3771,193,9,present
3772,193,10,present
3773,193,11,present
3774,193,12,present
3775,193,13,present
3776,193,14,present
3777,193,15,present
3778,193,16,present
3779,193,17,present
3780,193,18,present
3781,193,19,present
3782,193,20,absent
3783,193,21,present
3784,193,22,present
3785,194,1,present
3786,194,2,present
3787,194,3,present
3788,194,4,present
3789,194,5,excused
3790,194,6,present
3791,194,7,present
3792,194,8,present
3793,194,9,present
3794,194,10,absent
3795,194,11,present
3796,194,12,present
3797,194,13,present
3798,194,14,absent
3799,194,15,present
3800,194,16,present
3801,194,17,present
3802,194,18,present
3803,194,19,present
3804,194,20,absent
3805,194,21,present
3806,194,22,present
3807,195,1,present
3808,195,2,present
3809,195,3,present
3810,195,4,present
3811,195,5,present
3812,195,6,late
3813,195,7,present
3814,195,8,present
3815,195,9,present
3816,195,10,absent
3817,195,11,present
3818,195,12,present
3819,195,13,present
3820,195,14,present
3821,195,15,absent
3822,195,16,present
3823,195,17,present
3824,195,18,late
3825,195,19,present
3826,195,20,present
3827,195,21,absent
3828,195,22,present
3829,196,1,present
3830,196,2,present
3831,196,3,present
3832,196,4,present
3833,196,5,present
3834,196,6,present
3835,196,7,present
3836,196,8,present
3837,196,9,present
3838,196,10,present
3839,196,11,present
3840,196,12,present
3841,196,13,present
3842,196,14,absent
3843,196,15,present
3844,196,16,present
3845,196,17,present
3846,196,18,absent
3847,196,19,present
3848,196,20,present
3849,196,21,present
3850,196,22,present
3851,197,1,present
3852,197,2,present
3853,197,3,present
3854,197,4,present
3855,197,5,present
3856,197,6,present
3857,197,7,present
3858,197,8,present
3859,197,9,absent
3860,197,10,present
3861,197,11,present
3862,198,1,present
3863,198,2,present
3864,198,3,present
3865,198,4,present
3866,198,5,present
3867,198,6,present
3868,198,7,present
3869,198,8,present
3870,198,9,absent
3871,198,10,present
3872,198,11,present
3873,199,1,present
3874,199,2,present
3875,199,3,present
3876,199,4,present
3877,199,5,present
3878,199,6,absent
3879,199,7,present
3880,199,8,present
3881,199,9,present
3882,199,10,present
3883,199,11,present
3884,200,1,present
3885,200,2,present
3886,200,3,present
3887,200,4,present
3888,200,5,present
3889,200,6,present
3890,200,7,present
3891,200,8,present
3892,200,9,present
3893,200,10,present
3894,200,11,absent
3895,201,1,present
3896,201,2,absent
3897,201,3,absent
3898,201,4,present
3899,201,5,present
3900,201,6,present
3901,201,7,present
3902,201,8,present
3903,201,9,present
3904,201,10,present
3905,201,11,present
3906,202,1,present
3907,202,2,present
3908,202,3,present
3909,202,4,present
3910,202,5,present
3911,202,6,present
3912,202,7,present
3913,202,8,present
3914,202,9,present
3915,202,10,present
3916,202,11,present
3917,203,1,present
3918,203,2,present
3919,203,3,present
3920,203,4,present
3921,203,5,present
3922,203,6,present
3923,203,7,present
3924,203,8,present
3925,203,9,present
3926,203,10,present
3927,203,11,present
3928,204,1,absent
3929,204,2,present
3930,204,3,present
3931,204,4,present
3932,204,5,present
3933,204,6,present
3934,204,7,present
3935,204,8,present
3936,204,9,present
3937,204,10,present
3938,204,11,present
3939,205,1,present
3940,205,2,present
3941,205,3,present
3942,205,4,present
3943,205,5,absent
3944,205,6,present
3945,205,7,present
3946,205,8,present
3947,205,9,present
3948,205,10,present
3949,205,11,present
3950,206,1,present
3951,206,2,present
3952,206,3,present
3953,206,4,absent
3954,206,5,absent
3955,206,6,present
3956,206,7,present
3957,206,8,present
3958,206,9,present
3959,206,10,present
3960,206,11,present
3961,207,12,late
3962,207,13,present
3963,207,14,present
3964,207,15,present
3965,207,16,present
3966,207,17,present
3967,207,18,present
3968,207,19,present
3969,207,20,present
3970,207,21,present
3971,207,22,present
3972,208,12,present
3973,208,13,present
3974,208,14,late
3975,208,15,present
3976,208,16,present
3977,208,17,present
3978,208,18,late
3979,208,19,present
3980,208,20,present
3981,208,21,present
3982,208,22,present
3983,209,12,present
3984,209,13,present
3985,209,14,present
3986,209,15,present
3987,209,16,present
3988,209,17,present
3989,209,18,present
3990,209,19,present
3991,209,20,present
3992,209,21,absent
3993,209,22,present
3994,210,12,present
3995,210,13,present
3996,210,14,present
3997,210,15,present
3998,210,16,present
3999,210,17,present
4000,210,18,absent
4001,210,19,present
4002,210,20,present
4003,210,21,present
4004,210,22,present
4005,211,12,present
4006,211,13,present
4007,211,14,present
4008,211,15,present
4009,211,16,present
4010,211,17,present
4011,211,18,present
4012,211,19,present
4013,211,20,present
4014,211,21,present
4015,211,22,present
4016,212,12,present
4017,212,13,absent
4018,212,14,present
4019,212,15,present
4020,212,16,present
4021,212,17,present
4022,212,18,present
4023,212,19,present
4024,212,20,present
4025,212,21,present
4026,212,22,present
4027,213,12,present
4028,213,13,present
4029,213,14,present
4030,213,15,present
4031,213,16,present
4032,213,17,present
4033,213,18,absent
4034,213,19,present
4035,213,20,present
4036,213,21,present
4037,213,22,present
4038,214,12,present
4039,214,13,present
4040,214,14,excused
4041,214,15,present
4042,214,16,present
4043,214,17,present
4044,214,18,present
4045,214,19,present
4046,214,20,present
4047,214,21,present
4048,214,22,present
4049,215,12,present
4050,215,13,present
4051,215,14,present
4052,215,15,present
4053,215,16,absent
4054,215,17,present
4055,215,18,present
4056,215,19,present
4057,215,20,present
4058,215,21,present
4059,215,22,present
4060,216,12,present
4061,216,13,present
4062,216,14,absent
4063,216,15,present
4064,216,16,present
4065,216,17,present
4066,216,18,present
4067,216,19,present
4068,216,20,absent
4069,216,21,present
4070,216,22,present
4071,217,12,present
4072,217,13,present
4073,217,14,absent
4074,217,15,late
4075,217,16,present
4076,217,17,present
4077,217,18,present
4078,217,19,present
4079,217,20,present
4080,217,21,present
4081,217,22,present
4082,218,57,present
4083,218,58,present
4084,218,59,present
4085,218,60,absent
4086,218,61,present
4087,218,62,present
4088,218,63,present
4089,218,64,absent
4090,218,65,present
4091,218,66,present
4092,218,67,present
4093,218,68,present
4094,218,69,present
4095,218,70,present
4096,218,71,present
4097,218,72,present
4098,218,73,present
4099,218,74,present
4100,218,75,present
4101,218,76,present
4102,218,77,present
4103,218,78,absent
4104,219,57,present
4105,219,58,present
4106,219,59,present
4107,219,60,excused
4108,219,61,present
4109,219,62,present
4110,219,63,present
4111,219,64,absent
4112,219,65,present
4113,219,66,present
4114,219,67,absent
4115,219,68,present
4116,219,69,present
4117,219,70,present
4118,219,71,present
4119,219,72,present
4120,219,73,present
4121,219,74,present
4122,219,75,present
4123,219,76,present
4124,219,77,present
4125,219,78,present
4126,220,57,present
4127,220,58,present
4128,220,59,present
4129,220,60,present
4130,220,61,present
4131,220,62,present
4132,220,63,present
4133,220,64,present
4134,220,65,present
4135,220,66,present
4136,220,67,present
4137,220,68,present
4138,220,69,present
4139,220,70,present
4140,220,71,late
4141,220,72,present
4142,220,73,present
4143,220,74,present
4144,220,75,present
4145,220,76,present
4146,220,77,present
4147,220,78,present
4148,221,57,present
4149,221,58,present
4150,221,59,present
4151,221,60,excused
4152,221,61,present
4153,221,62,present
4154,221,63,present
4155,221,64,present
4156,221,65,present
4157,221,66,present
4158,221,67,absent
4159,221,68,present
4160,221,69,present
4161,221,70,present
4162,221,71,present
4163,221,72,present
4164,221,73,present
4165,221,74,present
4166,221,75,present
4167,221,76,present
4168,221,77,present
4169,221,78,present
4170,222,57,present
4171,222,58,present
4172,222,59,present
4173,222,60,present
4174,222,61,present
4175,222,62,present
4176,222,63,present
4177,222,64,present
4178,222,65,present
4179,222,66,present
4180,222,67,present
4181,222,68,present
4182,222,69,present
4183,222,70,late
4184,222,71,present
4185,222,72,present
4186,222,73,present
4187,222,74,present
4188,222,75,present
4189,222,76,present
4190,222,77,present
4191,222,78,absent
4192,223,57,present
4193,223,58,present
4194,223,59,present
4195,223,60,present
4196,223,61,present
4197,223,62,present
4198,223,63,present
4199,223,64,present
4200,223,65,present
4201,223,66,present
4202,223,67,present
4203,223,68,present
4204,223,69,present
4205,223,70,present
4206,223,71,present
4207,223,72,present
4208,223,73,present
4209,223,74,present
4210,223,75,present
4211,223,76,present
4212,223,77,present
4213,223,78,late
4214,224,57,present
4215,224,58,present
4216,224,59,present
4217,224,60,present
4218,224,61,present
4219,224,62,present
4220,224,63,present
4221,224,64,present
4222,224,65,present
4223,224,66,present
4224,224,67,present
4225,224,68,absent
4226,224,69,present
4227,224,70,present
4228,224,71,present
4229,224,72,present
4230,224,73,present
4231,224,74,present
4232,224,75,present
4233,224,76,present
4234,224,77,present
4235,224,78,excused
4236,225,57,present
4237,225,58,present
4238,225,59,present
4239,225,60,present
4240,225,61,present
4241,225,62,present
4242,225,63,present
4243,225,64,present
4244,225,65,present
4245,225,66,present
4246,225,67,absent
4247,225,68,present
4248,225,69,present
4249,225,70,absent
4250,225,71,present
4251,225,72,present
4252,225,73,present
4253,225,74,present
4254,225,75,present
4255,225,76,present
4256,225,77,present
4257,225,78,present
4258,226,57,present
4259,226,58,present
4260,226,59,present
4261,226,60,present
4262,226,61,present
4263,226,62,present
4264,226,63,present
4265,226,64,present
4266,226,65,present
4267,226,66,present
4268,226,67,present
4269,226,68,present
4270,226,69,present
4271,226,70,present
4272,226,71,present
4273,226,72,present
4274,226,73,present
4275,226,74,present
4276,226,75,present
4277,226,76,present
4278,226,77,present
4279,226,78,present
4280,227,57,present
4281,227,58,present
4282,227,59,present
4283,227,60,present
4284,227,61,present
4285,227,62,present
4286,227,63,present
4287,227,64,present
4288,227,65,present
4289,227,66,present
4290,227,67,present
4291,227,68,present
4292,227,69,present
4293,227,70,present
4294,227,71,absent
4295,227,72,present
4296,227,73,present
4297,227,74,absent
4298,227,75,present
4299,227,76,present
4300,227,77,present
4301,227,78,present
4302,228,57,absent
4303,228,58,present
4304,228,59,present
4305,228,60,present
4306,228,61,present
4307,228,62,present
4308,228,63,present
4309,228,64,present
4310,228,65,present
4311,228,66,present
4312,228,67,present
4313,228,68,present
4314,228,69,present
4315,228,70,present
4316,228,71,present
4317,228,72,present
4318,228,73,present
4319,228,74,present
4320,228,75,present
4321,228,76,present
4322,228,77,present
4323,228,78,present
4324,229,57,present
4325,229,58,absent
4326,229,59,present
4327,229,60,present
4328,229,61,present
4329,229,62,present
4330,229,63,present
4331,229,64,present
4332,229,65,present
4333,229,66,present
4334,229,67,excused
4335,229,68,present
4336,229,69,present
4337,229,70,present
4338,229,71,present
4339,229,72,present
4340,229,73,present
4341,229,74,present
4342,229,75,present
4343,229,76,present
4344,229,77,present
4345,229,78,late
4346,230,57,present
4347,230,58,present
4348,230,59,present
4349,230,60,present
4350,230,61,present
4351,230,62,present
4352,230,63,present
4353,230,64,excused
4354,230,65,present
4355,230,66,present
4356,230,67,present
4357,230,68,present
4358,230,69,present
4359,230,70,present
4360,230,71,present
4361,230,72,present
4362,230,73,present
4363,230,74,present
4364,230,75,present
4365,230,76,present
4366,230,77,present
4367,230,78,absent
4368,231,57,present
4369,231,58,present
4370,231,59,present
4371,231,60,present
4372,231,61,present
4373,231,62,present
4374,231,63,present
4375,231,64,present
4376,231,65,present
4377,231,66,absent
4378,231,67,present
4379,231,68,present
4380,231,69,present
4381,231,70,absent
4382,231,71,present
4383,231,72,present
4384,231,73,present
4385,231,74,present
4386,231,75,late
4387,231,76,present
4388,231,77,present
4389,231,78,present
4390,232,57,present
4391,232,58,present
4392,232,59,present
4393,232,60,present
4394,232,61,present
4395,232,62,present
4396,232,63,present
4397,232,64,present
4398,232,65,present
4399,232,66,present
4400,232,67,absent
4401,232,68,present
4402,232,69,present
4403,232,70,present
4404,232,71,present
4405,232,72,present
4406,232,73,present
4407,232,74,present
4408,232,75,present
4409,232,76,present
4410,232,77,present
4411,232,78,absent
4412,233,57,present
4413,233,58,present
4414,233,59,present
4415,233,60,present
4416,233,61,present
4417,233,62,present
4418,233,63,present
4419,233,64,present
4420,233,65,absent
4421,233,66,present
4422,233,67,present
4423,233,68,present
4424,233,69,present
4425,233,70,present
4426,233,71,present
4427,233,72,present
4428,233,73,present
4429,233,74,present
4430,233,75,present
4431,233,76,present
4432,233,77,present
4433,233,78,absent
4434,234,57,present
4435,234,58,present
4436,234,59,present
4437,234,60,present
4438,234,61,present
4439,234,62,absent
4440,234,63,present
4441,234,64,present
4442,234,65,present
4443,234,66,present
4444,234,67,absent
4445,234,68,present
4446,234,69,present
4447,234,70,present
4448,234,71,present
4449,234,72,present
4450,234,73,present
4451,234,74,present
4452,234,75,present
4453,234,76,present
4454,234,77,present
4455,234,78,absent
4456,235,57,present
4457,235,58,late
4458,235,59,present
4459,235,60,late
4460,235,61,present
4461,235,62,present
4462,235,63,present
4463,235,64,present
4464,235,65,present
4465,235,66,present
4466,235,67,present
4467,235,68,present
4468,235,69,present
4469,235,70,present
4470,235,71,present
4471,235,72,present
4472,235,73,present
4473,235,74,present
4474,235,75,present
4475,235,76,present
4476,235,77,present
4477,235,78,absent
4478,236,57,present
4479,236,58,absent
4480,236,59,present
4481,236,60,present
4482,236,61,present
4483,236,62,present
4484,236,63,present
4485,236,64,present
4486,236,65,present
4487,236,66,present
4488,236,67,present
4489,236,68,present
4490,236,69,present
4491,236,70,present
4492,236,71,present
4493,236,72,present
4494,236,73,present
4495,236,74,absent
4496,236,75,present
4497,236,76,present
4498,236,77,present
4499,236,78,present
4500,237,57,present
4501,237,58,present
4502,237,59,absent
4503,237,60,present
4504,237,61,present
4505,237,62,present
4506,237,63,present
4507,237,64,present
4508,237,65,present
4509,237,66,absent
4510,237,67,absent
4511,237,68,present
4512,237,69,present
4513,237,70,present
4514,237,71,present
4515,237,72,present
4516,237,73,present
4517,237,74,present
4518,237,75,present
4519,237,76,present
4520,237,77,present
4521,237,78,present
4522,238,57,present
4523,238,58,present
4524,238,59,present
4525,238,60,present
4526,238,61,present
4527,238,62,present
4528,238,63,present
4529,238,64,present
4530,238,65,present
4531,238,66,present
4532,238,67,present
4533,238,68,present
4534,238,69,present
4535,238,70,present
4536,238,71,present
4537,238,72,present
4538,238,73,present
4539,238,74,present
4540,238,75,late
4541,238,76,present
4542,238,77,present
4543,238,78,absent
4544,239,57,present
4545,239,58,present
4546,239,59,absent
4547,239,60,present
4548,239,61,present
4549,239,62,present
4550,239,63,present
4551,239,64,present
4552,239,65,present
4553,239,66,present
4554,239,67,absent
4555,239,68,present
4556,239,69,present
4557,239,70,present
4558,239,71,absent
4559,239,72,present
4560,239,73,present
4561,239,74,present
4562,239,75,present
4563,239,76,present
4564,239,77,present
4565,239,78,absent
4566,240,57,present
4567,240,58,present
4568,240,59,present
4569,240,60,present
4570,240,61,present
4571,240,62,present
4572,240,63,present
4573,240,64,present
4574,240,65,present
4575,240,66,present
4576,240,67,present
4577,240,68,present
4578,240,69,present
4579,240,70,present
4580,240,71,present
4581,240,72,present
4582,240,73,present
4583,240,74,present
4584,240,75,present
4585,240,76,absent
4586,240,77,present
4587,240,78,absent
4588,241,57,present
4589,241,58,present
4590,241,59,present
4591,241,60,present
4592,241,61,present
4593,241,62,present
4594,241,63,present
4595,241,64,present
4596,241,65,present
4597,241,66,present
4598,241,67,present
4599,241,68,present
4600,241,69,present
4601,241,70,present
4602,241,71,present
4603,241,72,present
4604,241,73,present
4605,241,74,absent
4606,241,75,present
4607,241,76,absent
4608,241,77,present
4609,241,78,present
4610,242,57,present
4611,242,58,present
4612,242,59,absent
4613,242,60,present
4614,242,61,absent
4615,242,62,present
4616,242,63,present
4617,242,64,present
4618,242,65,present
4619,242,66,present
4620,242,67,present
4621,242,68,present
4622,242,69,present
4623,242,70,present
4624,242,71,present
4625,242,72,present
4626,242,73,present
4627,242,74,present
4628,242,75,present
4629,242,76,present
4630,242,77,present
4631,242,78,late
4632,243,57,present
4633,243,58,present
4634,243,59,present
4635,243,60,present
4636,243,61,present
4637,243,62,present
4638,243,63,present
4639,243,64,absent
4640,243,65,present
4641,243,66,present
4642,243,67,present
4643,243,68,absent
4644,243,69,present
4645,243,70,present
4646,243,71,present
4647,243,72,absent
4648,243,73,present
4649,243,74,present
4650,243,75,present
4651,243,76,present
4652,243,77,absent
4653,243,78,present
4654,244,57,present
4655,244,58,present
4656,244,59,present
4657,244,60,absent
4658,244,61,absent
4659,244,62,present
4660,244,63,present
4661,244,64,present
4662,244,65,present
4663,244,66,present
4664,244,67,present
4665,244,68,present
4666,244,69,present
4667,244,70,present
4668,244,71,present
4669,244,72,present
4670,244,73,present
4671,244,74,present
4672,244,75,present
4673,244,76,present
4674,244,77,present
4675,244,78,absent
4676,245,57,present
4677,245,58,absent
4678,245,59,absent
4679,245,60,present
4680,245,61,present
4681,245,62,present
4682,245,63,present
4683,245,64,present
4684,245,65,present
4685,245,66,present
4686,245,67,present
4687,245,68,present
4688,245,69,present
4689,245,70,present
4690,245,71,present
4691,245,72,present
4692,245,73,absent
4693,245,74,present
4694,245,75,present
4695,245,76,present
4696,245,77,present
4697,245,78,absent
4698,246,57,absent
4699,246,58,present
4700,246,59,present
4701,246,60,present
4702,246,61,late
4703,246,62,present
4704,246,63,present
4705,246,64,present
4706,246,65,present
4707,246,66,present
4708,246,67,present
4709,246,68,present
4710,246,69,present
4711,246,70,present
4712,246,71,present
4713,246,72,present
4714,246,73,present
4715,246,74,present
4716,246,75,present
4717,246,76,present
4718,246,77,present
4719,246,78,absent
4720,247,57,present
4721,247,58,present
4722,247,59,present
4723,247,60,present
4724,247,61,present
4725,247,62,present
4726,247,63,present
4727,247,64,present
4728,247,65,present
4729,247,66,absent
4730,247,67,present
4731,247,68,present
4732,247,69,present
4733,247,70,present
4734,247,71,present
4735,247,72,present
4736,247,73,present
4737,247,74,present
4738,247,75,present
4739,247,76,present
4740,247,77,absent
4741,247,78,present
4742,248,57,present
4743,248,58,present
4744,248,59,present
4745,248,60,present
4746,248,61,present
4747,248,62,present
4748,248,63,present
4749,248,64,absent
4750,248,65,present
4751,248,66,present
4752,248,67,present
4753,248,68,present
4754,248,69,present
4755,248,70,present
4756,248,71,absent
4757,248,72,absent
4758,248,73,present
4759,248,74,present
4760,248,75,present
4761,248,76,present
4762,248,77,present
4763,248,78,absent
4764,249,57,present
4765,249,58,present
4766,249,59,present
4767,249,60,present
4768,249,61,present
4769,249,62,present
4770,249,63,present
4771,249,64,present
4772,249,65,present
4773,249,66,present
4774,249,67,present
4775,249,68,present
4776,249,69,present
4777,249,70,present
4778,249,71,present
4779,249,72,present
4780,249,73,absent
4781,249,74,present
4782,249,75,present
4783,249,76,present
4784,249,77,absent
4785,249,78,present
4786,250,57,present
4787,250,58,absent
4788,250,59,present
4789,250,60,late
4790,250,61,present
4791,250,62,present
4792,250,63,present
4793,250,64,present
4794,250,65,excused
4795,250,66,present
4796,250,67,present
4797,250,68,present
4798,250,69,present
4799,250,70,present
4800,250,71,absent
4801,250,72,present
4802,250,73,present
4803,250,74,present
4804,250,75,present
4805,250,76,present
4806,250,77,late
4807,250,78,absent
4808,251,57,present
4809,251,58,present
4810,251,59,present
4811,251,60,present
4812,251,61,present
4813,251,62,absent
4814,251,63,present
4815,251,64,present
4816,251,65,present
4817,251,66,present
4818,251,67,present
4819,251,68,present
4820,251,69,present
4821,251,70,present
4822,251,71,present
4823,251,72,present
4824,251,73,present
4825,251,74,present
4826,251,75,present
4827,251,76,present
4828,251,77,present
4829,251,78,present
4830,252,57,present
4831,252,58,present
4832,252,59,present
4833,252,60,present
4834,252,61,present
4835,252,62,present
4836,252,63,present
4837,252,64,present
4838,252,65,present
4839,252,66,absent
4840,252,67,present
4841,252,68,present
4842,252,69,present
4843,252,70,present
4844,252,71,absent
4845,252,72,present
4846,252,73,present
4847,252,74,present
4848,252,75,present
4849,252,76,present
4850,252,77,present
4851,252,78,present
4852,253,57,present
4853,253,58,absent
4854,253,59,present
4855,253,60,present
4856,253,61,present
4857,253,62,present
4858,253,63,present
4859,253,64,present
4860,253,65,present
4861,253,66,present
4862,253,67,present
4863,253,68,absent
4864,253,69,present
4865,253,70,present
4866,253,71,present
4867,253,72,present
4868,253,73,present
4869,253,74,present
4870,253,75,present
4871,253,76,present
4872,253,77,present
4873,253,78,present
4874,254,57,present
4875,254,58,present
4876,254,59,present
4877,254,60,present
4878,254,61,present
4879,254,62,present
4880,254,63,present
4881,254,64,present
4882,254,65,present
4883,254,66,present
4884,254,67,present
4885,254,68,present
4886,254,69,present
4887,254,70,present
4888,254,71,present
4889,254,72,present
4890,254,73,present
4891,254,74,present
4892,254,75,present
4893,254,76,present
4894,254,77,present
4895,254,78,present
4896,255,57,present
4897,255,58,present
4898,255,59,present
4899,255,60,present
4900,255,61,present
4901,255,62,present
4902,255,63,present
4903,255,64,present
4904,255,65,present
4905,255,66,present
4906,255,67,present
4907,255,68,present
4908,255,69,present
4909,255,70,present
4910,255,71,present
4911,255,72,absent
4912,255,73,present
4913,255,74,present
4914,255,75,present
4915,255,76,present
4916,255,77,absent
4917,255,78,present
4918,256,57,present
4919,256,58,present
4920,256,59,present
4921,256,60,present
4922,256,61,present
4923,256,62,present
4924,256,63,present
4925,256,64,present
4926,256,65,present
4927,256,66,present
4928,256,67,present
4929,256,68,present
4930,256,69,absent
4931,256,70,present
4932,256,71,present
4933,256,72,present
4934,256,73,late
4935,256,74,present
4936,256,75,present
4937,256,76,absent
4938,256,77,present
4939,256,78,present
4940,257,57,present
4941,257,58,present
4942,257,59,present
4943,257,60,present
4944,257,61,present
4945,257,62,present
4946,257,63,present
4947,257,64,present
4948,257,65,present
4949,257,66,present
4950,257,67,present
4951,257,68,present
4952,257,69,present
4953,257,70,present
4954,257,71,present
4955,257,72,present
4956,257,73,present
4957,257,74,present
4958,257,75,absent
4959,257,76,present
4960,257,77,present
4961,257,78,present
4962,258,57,present
4963,258,58,present
4964,258,59,present
4965,258,60,present
4966,258,61,present
4967,258,62,present
4968,258,63,present
4969,258,64,present
4970,258,65,present
4971,258,66,present
4972,258,67,present
4973,258,68,present
4974,258,69,present
4975,258,70,present
4976,258,71,absent
4977,258,72,present
4978,258,73,present
4979,258,74,present
4980,258,75,present
4981,258,76,present
4982,258,77,present
4983,258,78,present
4984,259,57,present
4985,259,58,present
4986,259,59,present
4987,259,60,present
4988,259,61,present
4989,259,62,absent
4990,259,63,present
4991,259,64,present
4992,259,65,present
4993,259,66,present
4994,259,67,absent
4995,259,68,present
4996,259,69,present
4997,259,70,present
4998,259,71,absent
4999,259,72,present
5000,259,73,present
5001,259,74,present
5002,259,75,present
5003,259,76,absent
5004,259,77,absent
5005,259,78,present
5006,260,57,present
5007,260,58,present
5008,260,59,present
5009,260,60,present
5010,260,61,present
5011,260,62,present
5012,260,63,present
5013,260,64,present
5014,260,65,present
5015,260,66,present
5016,260,67,present
5017,260,68,absent
5018,260,69,present
5019,260,70,present
5020,260,71,absent
5021,260,72,present
5022,260,73,present
5023,260,74,present
5024,260,75,present
5025,260,76,present
5026,260,77,present
5027,260,78,absent
5028,261,57,present
5029,261,58,present
5030,261,59,present
5031,261,60,absent
5032,261,61,present
5033,261,62,present
5034,261,63,present
5035,261,64,present
5036,261,65,present
5037,261,66,present
5038,261,67,present
5039,261,68,present
5040,261,69,present
5041,261,70,present
5042,261,71,present
5043,261,72,late
5044,261,73,present
5045,261,74,present
5046,261,75,present
5047,261,76,present
5048,261,77,present
5049,261,78,present
5050,262,57,present
5051,262,58,present
5052,262,59,present
5053,262,60,present
5054,262,61,present
5055,262,62,present
5056,262,63,present
5057,262,64,present
5058,262,65,present
5059,262,66,present
5060,262,67,present
5061,262,68,present
5062,262,69,present
5063,262,70,present
5064,262,71,present
5065,262,72,present
5066,262,73,present
5067,262,74,present
5068,262,75,present
5069,262,76,absent
5070,262,77,absent
5071,262,78,present
5072,263,57,absent
5073,263,58,present
5074,263,59,present
5075,263,60,present
5076,263,61,present
5077,263,62,absent
5078,263,63,present
5079,263,64,present
5080,263,65,present
5081,263,66,present
5082,263,67,present
5083,263,68,present
5084,263,69,present
5085,263,70,present
5086,263,71,present
5087,263,72,present
5088,263,73,present
5089,263,74,present
5090,263,75,present
5091,263,76,present
5092,263,77,present
5093,263,78,present
5094,264,57,present
5095,264,58,absent
5096,264,59,present
5097,264,60,present
5098,264,61,present
5099,264,62,present
5100,264,63,present
5101,264,64,present
5102,264,65,present
5103,264,66,present
5104,264,67,present
5105,264,68,present
5106,264,69,present
5107,264,70,present
5108,264,71,present
5109,264,72,present
5110,264,73,present
5111,264,74,present
5112,264,75,present
5113,264,76,present
5114,264,77,present
5115,264,78,present
5116,265,57,present
5117,265,58,present
5118,265,59,present
5119,265,60,present
5120,265,61,present
5121,265,62,present
5122,265,63,present
5123,265,64,present
5124,265,65,present
5125,265,66,present
5126,265,67,present
5127,265,68,present
5128,265,69,present
5129,265,70,present
5130,265,71,absent
5131,265,72,present
5132,265,73,present
5133,265,74,present
5134,265,75,present
5135,265,76,present
5136,265,77,present
5137,265,78,present
5138,266,57,absent
5139,266,58,present
5140,266,59,present
5141,266,60,present
5142,266,61,present
5143,266,62,present
5144,266,63,present
5145,266,64,present
5146,266,65,present
5147,266,66,present
5148,266,67,present
5149,266,68,present
5150,266,69,absent
5151,266,70,present
5152,266,71,present
5153,266,72,present
5154,266,73,absent
5155,266,74,present
5156,266,75,present
5157,266,76,present
5158,266,77,absent
5159,266,78,present
5160,267,57,present
5161,267,58,absent
5162,267,59,present
5163,267,60,present
5164,267,61,absent
5165,267,62,present
5166,267,63,present
5167,267,64,present
5168,267,65,present
5169,267,66,present
5170,267,67,present
5171,267,68,present
5172,267,69,present
5173,267,70,present
5174,267,71,absent
5175,267,72,present
5176,267,73,present
5177,267,74,present
5178,267,75,present
5179,267,76,present
5180,267,77,present
5181,267,78,present
5182,268,57,present
5183,268,58,present
5184,268,59,present
5185,268,60,present
