id,offering_id,subject_code,term,type,title,max_marks,weightage_pct,due_date,status
286,72,24CP101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-22,graded
287,72,24CP101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-11,graded
288,72,24CP101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-04,scheduled
289,72,24CP101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-15,scheduled
290,73,24CP101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-18,graded
291,73,24CP101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-10,scheduled
292,74,24CP101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-18,graded
293,74,24CP101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-07,scheduled
294,75,24HS102T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-01,graded
295,75,24HS102T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-08,graded
296,75,24HS102T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-23,graded
297,75,24HS102T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-13,graded
298,75,24HS102T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-03,scheduled
299,75,24HS102T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-13,scheduled
300,76,24HS103T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-01,graded
301,76,24HS103T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-09,graded
302,76,24HS103T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-21,graded
303,76,24HS103T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-11,graded
304,76,24HS103T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-03,scheduled
305,76,24HS103T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-16,scheduled
306,77,24INT151,2026-27-ODD,Term-Work,Term Work Evaluation,100,100,2026-09-30,scheduled
307,78,24MA201T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-01,graded
308,78,24MA201T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-11,graded
309,78,24MA201T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-21,graded
310,78,24MA201T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-14,graded
311,78,24MA201T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-04,scheduled
312,78,24MA201T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-14,scheduled
313,79,24ME201T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-04,graded
314,79,24ME201T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-08,graded
315,79,24ME201T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-24,graded
316,79,24ME201T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-15,graded
317,79,24ME201T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-03,scheduled
318,79,24ME201T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-15,scheduled
319,80,24ME202T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-04,graded
320,80,24ME202T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-11,graded
321,80,24ME202T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-24,graded
322,80,24ME202T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-12,graded
323,80,24ME202T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-04,scheduled
324,80,24ME202T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-16,scheduled
325,81,24ME203T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-02,graded
326,81,24ME203T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-07,graded
327,81,24ME203T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-23,graded
328,81,24ME203T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-11,graded
329,81,24ME203T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-05,scheduled
330,81,24ME203T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-13,scheduled
331,82,24ME203P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-20,graded
332,82,24ME203P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-08,scheduled
333,83,24ME203P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-22,graded
334,83,24ME203P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-09,scheduled
335,84,24ME204T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-01,graded
336,84,24ME204T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-11,graded
337,84,24ME204T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-22,graded
338,84,24ME204T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-15,graded
339,84,24ME204T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-03,scheduled
340,84,24ME204T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-17,scheduled
341,85,24ME204P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-19,graded
342,85,24ME204P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-08,scheduled
343,86,24ME204P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-22,graded
344,86,24ME204P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-07,scheduled
345,87,24ME205P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-22,graded
346,87,24ME205P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-06,scheduled
347,88,24ME205P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-22,graded
348,88,24ME205P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-09,scheduled
349,89,24MA101T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-03,graded
350,89,24MA101T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-10,graded
351,89,24MA101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-25,graded
352,89,24MA101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-11,graded
353,89,24MA101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-03,scheduled
354,89,24MA101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-13,scheduled
355,90,24PH102T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-01,graded
356,90,24PH102T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-08,graded
357,90,24PH102T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-23,graded
358,90,24PH102T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-15,graded
359,90,24PH102T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-04,scheduled
360,90,24PH102T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-17,scheduled
361,91,24PH102P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-21,graded
362,91,24PH102P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-08,scheduled
363,92,24PH102P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-18,graded
364,92,24PH102P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-10,scheduled
365,93,24BT102T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-03,graded
366,93,24BT102T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-10,graded
367,93,24BT102T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-24,graded
368,93,24BT102T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-11,graded
369,93,24BT102T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-05,scheduled
370,93,24BT102T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-17,scheduled
371,94,24CV101T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-03,graded
372,94,24CV101T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-11,graded
373,94,24CV101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-25,graded
374,94,24CV101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-11,graded
375,94,24CV101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-03,scheduled
376,94,24CV101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-17,scheduled
377,95,24CP101T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-06-30,graded
378,95,24CP101T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-11,graded
379,95,24CP101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-25,graded
380,95,24CP101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-11,graded
381,95,24CP101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-04,scheduled
382,95,24CP101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-14,scheduled
383,96,24CP101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-18,graded
384,96,24CP101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-10,scheduled
385,97,24CP101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-22,graded
386,97,24CP101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-06,scheduled
387,98,24ME101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-22,graded
388,98,24ME101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-07,scheduled
389,99,24ME101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-20,graded
390,99,24ME101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-07,scheduled
391,100,24ME102P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-19,graded
392,100,24ME102P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-09,scheduled
393,101,24ME102P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-22,graded
394,101,24ME102P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-06,scheduled
395,102,24HS101T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-03,graded
396,102,24HS101T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-10,graded
397,102,24HS101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-25,graded
398,102,24HS101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-14,graded
399,102,24HS101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-01,scheduled
400,102,24HS101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-16,scheduled
401,103,24HS102T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-06-30,graded
402,103,24HS102T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-08,graded
403,103,24HS102T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-24,graded
404,103,24HS102T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-15,graded
405,103,24HS102T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-05,scheduled
406,103,24HS102T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-14,scheduled
407,104,24INT151,2026-27-ODD,Term-Work,Term Work Evaluation,100,100,2026-10-01,scheduled
408,105,24MA201T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-01,graded
409,105,24MA201T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-09,graded
410,105,24MA201T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-23,graded
411,105,24MA201T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-13,graded
412,105,24MA201T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-02,scheduled
413,105,24MA201T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-14,scheduled
414,106,24CV201T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-02,graded
415,106,24CV201T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-09,graded
416,106,24CV201T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-25,graded
417,106,24CV201T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-12,graded
418,106,24CV201T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-02,scheduled
419,106,24CV201T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-16,scheduled
420,107,24CV202T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-04,graded
421,107,24CV202T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-07,graded
422,107,24CV202T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-21,graded
423,107,24CV202T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-14,graded
424,107,24CV202T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-03,scheduled
425,107,24CV202T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-16,scheduled
426,108,24CV203T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-03,graded
427,108,24CV203T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-09,graded
428,108,24CV203T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-21,graded
429,108,24CV203T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-15,graded
430,108,24CV203T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-05,scheduled
431,108,24CV203T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-17,scheduled
432,109,24CV204T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-01,graded
433,109,24CV204T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-08,graded
434,109,24CV204T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-23,graded
435,109,24CV204T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-13,graded
436,109,24CV204T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-03,scheduled
437,109,24CV204T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-15,scheduled
438,110,24CV205T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-04,graded
439,110,24CV205T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-11,graded
440,110,24CV205T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-23,graded
441,110,24CV205T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-13,graded
442,110,24CV205T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-05,scheduled
443,110,24CV205T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-17,scheduled
444,111,24CV206P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-20,graded
445,111,24CV206P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-07,scheduled
446,112,24CV206P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-20,graded
447,112,24CV206P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-08,scheduled
448,113,24HS101T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-01,graded
449,113,24HS101T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-11,graded
450,113,24HS101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-24,graded
451,113,24HS101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-13,graded
452,113,24HS101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-02,scheduled
453,113,24HS101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-17,scheduled
454,114,24MA101T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-01,graded
455,114,24MA101T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-10,graded
456,114,24MA101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-22,graded
457,114,24MA101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-13,graded
458,114,24MA101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-05,scheduled
459,114,24MA101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-13,scheduled
460,115,24PH102T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-02,graded
461,115,24PH102T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-10,graded
462,115,24PH102T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-24,graded
463,115,24PH102T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-12,graded
464,115,24PH102T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-01,scheduled
465,115,24PH102T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-13,scheduled
466,116,24PH102P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-18,graded
467,116,24PH102P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-10,scheduled
468,117,24PH102P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-20,graded
469,117,24PH102P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-09,scheduled
470,118,24CV101T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-01,graded
471,118,24CV101T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-08,graded
472,118,24CV101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-21,graded
473,118,24CV101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-15,graded
474,118,24CV101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-02,scheduled
475,118,24CV101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-13,scheduled
476,119,24ME101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-21,graded
477,119,24ME101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-09,scheduled
478,120,24ME101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-21,graded
479,120,24ME101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-07,scheduled
480,121,24BT102T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-04,graded
481,121,24BT102T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-09,graded
482,121,24BT102T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-23,graded
483,121,24BT102T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-12,graded
484,121,24BT102T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-03,scheduled
485,121,24BT102T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-13,scheduled
486,122,24CP101T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-01,graded
487,122,24CP101T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-08,graded
488,122,24CP101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-24,graded
489,122,24CP101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-11,graded
490,122,24CP101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-01,scheduled
491,122,24CP101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-16,scheduled
492,123,24CP101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-19,graded
493,123,24CP101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-08,scheduled
494,124,24CP101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-22,graded
495,124,24CP101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-10,scheduled
496,125,24HS102T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-01,graded
497,125,24HS102T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-09,graded
498,125,24HS102T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-23,graded
499,125,24HS102T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-14,graded
500,125,24HS102T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-02,scheduled
501,125,24HS102T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-16,scheduled
502,126,24HS103T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-03,graded
503,126,24HS103T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-08,graded
504,126,24HS103T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-25,graded
505,126,24HS103T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-15,graded
506,126,24HS103T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-02,scheduled
507,126,24HS103T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-16,scheduled
508,127,24INT151,2026-27-ODD,Term-Work,Term Work Evaluation,100,100,2026-10-02,scheduled
509,128,24MA201T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-04,graded
510,128,24MA201T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-11,graded
511,128,24MA201T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-25,graded
512,128,24MA201T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-12,graded
513,128,24MA201T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-03,scheduled
514,128,24MA201T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-17,scheduled
515,129,24CH201T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-02,graded
516,129,24CH201T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-08,graded
517,129,24CH201T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-21,graded
518,129,24CH201T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-11,graded
519,129,24CH201T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-04,scheduled
520,129,24CH201T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-16,scheduled
521,130,24CH202T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-03,graded
522,130,24CH202T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-11,graded
523,130,24CH202T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-21,graded
524,130,24CH202T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-12,graded
525,130,24CH202T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-01,scheduled
526,130,24CH202T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-17,scheduled
527,131,24CH203T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-06-30,graded
528,131,24CH203T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-07,graded
529,131,24CH203T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-24,graded
530,131,24CH203T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-15,graded
531,131,24CH203T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-02,scheduled
532,131,24CH203T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-16,scheduled
533,132,24CH203P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-18,graded
534,132,24CH203P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-07,scheduled
535,133,24CH203P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-19,graded
536,133,24CH203P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-10,scheduled
537,134,24CH204T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-06-30,graded
538,134,24CH204T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-08,graded
539,134,24CH204T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-24,graded
540,134,24CH204T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-14,graded
541,134,24CH204T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-03,scheduled
542,134,24CH204T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-16,scheduled
543,135,24CH204P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-20,graded
544,135,24CH204P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-10,scheduled
545,136,24CH204P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-22,graded
546,136,24CH204P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-08,scheduled
547,137,24MA101T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-02,graded
548,137,24MA101T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-11,graded
549,137,24MA101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-23,graded
550,137,24MA101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-15,graded
551,137,24MA101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-01,scheduled
552,137,24MA101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-17,scheduled
553,138,24HS101T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-04,graded
554,138,24HS101T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-08,graded
555,138,24HS101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-25,graded
556,138,24HS101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-14,graded
557,138,24HS101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-02,scheduled
558,138,24HS101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-16,scheduled
559,139,24CP101T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-02,graded
560,139,24CP101T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-07,graded
561,139,24CP101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-24,graded
562,139,24CP101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-15,graded
563,139,24CP101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-04,scheduled
564,139,24CP101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-14,scheduled
565,140,24CP101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-19,graded
566,140,24CP101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-07,scheduled
567,141,24CP101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-19,graded
568,141,24CP101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-06,scheduled
569,142,24CH101T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-04,graded
570,142,24CH101T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-09,graded
571,142,24CH101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-23,graded
