id,term,exam_type,subject_code,subject_name,dept_code,semester,exam_date,start_time,end_time,classroom_id,status
237,2026-27-ODD,End-Sem,24BT102T,Biology for Engineers,IT,1,2026-11-17,14:00,16:00,85,scheduled
238,2026-27-ODD,End-Sem,24CP101T,Computer Programming - I,IT,1,2026-11-26,10:00,12:00,82,scheduled
239,2026-27-ODD,End-Sem,24HS102T,Universal Human Values,IT,1,2026-11-26,10:00,12:00,82,scheduled
240,2026-27-ODD,End-Sem,24HS103T,Indian Knowledge System,IT,1,2026-11-20,10:00,12:00,84,scheduled
241,2026-27-ODD,End-Sem,24EC201T,Introduction to Artificial Intelligence,EC,3,2026-11-24,10:00,12:00,82,scheduled
242,2026-27-ODD,End-Sem,24EC202T,Digital Circuits,EC,3,2026-11-26,14:00,16:00,83,scheduled
243,2026-27-ODD,End-Sem,24EC203T,Electronics Devices and Circuits,EC,3,2026-11-22,14:00,16:00,84,scheduled
244,2026-27-ODD,End-Sem,24EC204T,Networks and Systems,EC,3,2026-11-22,10:00,12:00,84,scheduled
245,2026-27-ODD,End-Sem,24MA201T,Mathematics - III,EC,3,2026-11-18,10:00,12:00,84,scheduled
246,2026-27-ODD,End-Sem,24HS101T,English Communication,EC,1,2026-11-27,10:00,12:00,82,scheduled
247,2026-27-ODD,End-Sem,24MA101T,Mathematics - I,EC,1,2026-11-23,10:00,12:00,83,scheduled
248,2026-27-ODD,End-Sem,24PH101T,Applied Physics,EC,1,2026-11-26,10:00,12:00,85,scheduled
249,2026-27-ODD,End-Sem,24CV101T,Environmental Science,EC,1,2026-11-27,14:00,16:00,84,scheduled
250,2026-27-ODD,End-Sem,24BT102T,Biology for Engineers,EC,1,2026-11-17,10:00,12:00,82,scheduled
251,2026-27-ODD,End-Sem,24CP101T,Computer Programming - I,EC,1,2026-11-26,14:00,16:00,83,scheduled
252,2026-27-ODD,End-Sem,24HS102T,Universal Human Values,EC,1,2026-11-26,10:00,12:00,84,scheduled
253,2026-27-ODD,End-Sem,24HS103T,Indian Knowledge System,EC,1,2026-11-20,10:00,12:00,85,scheduled
254,2026-27-ODD,End-Sem,24MA201T,Mathematics - III,ME,3,2026-11-18,10:00,12:00,84,scheduled
255,2026-27-ODD,End-Sem,24ME201T,Introduction to Artificial Intelligence,ME,3,2026-11-22,10:00,12:00,83,scheduled
256,2026-27-ODD,End-Sem,24ME202T,Engineering Mechanics,ME,3,2026-11-27,10:00,12:00,83,scheduled
257,2026-27-ODD,End-Sem,24ME203T,Thermodynamics,ME,3,2026-11-19,10:00,12:00,83,scheduled
258,2026-27-ODD,End-Sem,24ME204T,Mechanical Measurement and Metrology,ME,3,2026-11-23,10:00,12:00,85,scheduled
259,2026-27-ODD,End-Sem,24MA101T,Mathematics - I,ME,1,2026-11-23,14:00,16:00,84,scheduled
260,2026-27-ODD,End-Sem,24PH102T,Engineering Physics,ME,1,2026-11-19,10:00,12:00,83,scheduled
261,2026-27-ODD,End-Sem,24BT102T,Biology for Engineers,ME,1,2026-11-17,10:00,12:00,83,scheduled
262,2026-27-ODD,End-Sem,24CV101T,Environmental Science,ME,1,2026-11-27,10:00,12:00,82,scheduled
263,2026-27-ODD,End-Sem,24CP101T,Computer Programming - I,ME,1,2026-11-26,10:00,12:00,84,scheduled
264,2026-27-ODD,End-Sem,24HS101T,English Communication,ME,1,2026-11-27,14:00,16:00,83,scheduled
265,2026-27-ODD,End-Sem,24HS102T,Universal Human Values,ME,1,2026-11-26,10:00,12:00,82,scheduled
266,2026-27-ODD,End-Sem,24MA201T,Mathematics - III,CE,3,2026-11-18,10:00,12:00,84,scheduled
267,2026-27-ODD,End-Sem,24CV201T,Introduction to Artificial Intelligence,CE,3,2026-11-26,10:00,12:00,82,scheduled
268,2026-27-ODD,End-Sem,24CV202T,Building Materials and Construction Technology,CE,3,2026-11-26,14:00,16:00,83,scheduled
269,2026-27-ODD,End-Sem,24CV203T,Building Planning and Computer Aided Drawing,CE,3,2026-11-21,14:00,16:00,83,scheduled
270,2026-27-ODD,End-Sem,24CV204T,Solid Mechanics,CE,3,2026-11-18,10:00,12:00,83,scheduled
271,2026-27-ODD,End-Sem,24CV205T,Concrete Technology,CE,3,2026-11-18,10:00,12:00,82,scheduled
272,2026-27-ODD,End-Sem,24HS101T,English Communication,CE,1,2026-11-27,14:00,16:00,84,scheduled
273,2026-27-ODD,End-Sem,24MA101T,Mathematics - I,CE,1,2026-11-23,10:00,12:00,83,scheduled
274,2026-27-ODD,End-Sem,24PH102T,Engineering Physics,CE,1,2026-11-19,14:00,16:00,82,scheduled
275,2026-27-ODD,End-Sem,24CV101T,Environmental Science,CE,1,2026-11-27,14:00,16:00,82,scheduled
276,2026-27-ODD,End-Sem,24BT102T,Biology for Engineers,CE,1,2026-11-17,10:00,12:00,83,scheduled
277,2026-27-ODD,End-Sem,24CP101T,Computer Programming - I,CE,1,2026-11-26,10:00,12:00,85,scheduled
278,2026-27-ODD,End-Sem,24HS102T,Universal Human Values,CE,1,2026-11-26,14:00,16:00,84,scheduled
279,2026-27-ODD,End-Sem,24HS103T,Indian Knowledge System,CE,1,2026-11-20,14:00,16:00,82,scheduled
280,2026-27-ODD,End-Sem,24MA201T,Mathematics - III,CH,3,2026-11-18,14:00,16:00,82,scheduled
281,2026-27-ODD,End-Sem,24CH201T,Introduction to Artificial Intelligence,CH,3,2026-11-18,10:00,12:00,85,scheduled
282,2026-27-ODD,End-Sem,24CH202T,Chemical Process Calculations,CH,3,2026-11-18,14:00,16:00,84,scheduled
283,2026-27-ODD,End-Sem,24CH203T,Mechanical Unit Operations,CH,3,2026-11-21,10:00,12:00,83,scheduled
284,2026-27-ODD,End-Sem,24CH204T,Fluid Mechanics,CH,3,2026-11-20,14:00,16:00,83,scheduled
285,2026-27-ODD,End-Sem,24MA101T,Mathematics - I,CH,1,2026-11-23,10:00,12:00,84,scheduled
286,2026-27-ODD,End-Sem,24HS101T,English Communication,CH,1,2026-11-27,10:00,12:00,85,scheduled
287,2026-27-ODD,End-Sem,24CP101T,Computer Programming - I,CH,1,2026-11-26,10:00,12:00,82,scheduled
288,2026-27-ODD,End-Sem,24CH101T,Engineering Chemistry,CH,1,2026-11-23,14:00,16:00,82,scheduled
289,2026-27-ODD,End-Sem,24EE101T,Elements of Electrical and Electronics Engineering,CH,1,2026-11-22,10:00,12:00,83,scheduled
290,2026-27-ODD,End-Sem,24BT101T,Biological Systems for Engineers,CH,1,2026-11-21,10:00,12:00,83,scheduled
291,2026-27-ODD,End-Sem,24HS104T,Organizational Behaviour,CH,1,2026-11-22,10:00,12:00,84,scheduled
292,2026-27-ODD,End-Sem,24YOG101,"Yoga, Health & Hygiene",CH,1,2026-11-22,10:00,12:00,82,scheduled
293,2026-27-ODD,End-Sem,24NSS101,National Service Scheme (NSS),CH,1,2026-11-17,10:00,12:00,83,scheduled
294,2026-27-ODD,End-Sem,24NCC101,National Cadet Corps (NCC),CH,1,2026-11-18,14:00,16:00,85,scheduled
